,Age,Job,Marital_Status,Education,Annual_Income,Credit_Score,Account_Balance,Housing_Loan,Personal_Loan,Contacted_Before,Campaign_Count,Months_With_Bank,Subscribed
1299,33,Student,Married,Graduate,248046,689,13333,Yes,No,No,3,55,No
1300,43,Self-Employed,Divorced,Graduate,157907,751,122714,Yes,No,No,5,98,Yes
1301,56,Student,Divorced,Graduate,436191,735,83471,No,No,No,2,91,No
1302,34,Retired,Single,Not Graduate,743054,714,83471,No,No,No,5,78,No
1303,59,Self-Employed,Married,Not Graduate,340064,673,5076,Yes,Yes,Yes,5,1,No
1304,26,Student,Married,Graduate,489004,706,111069,Yes,No,No,1,19,No
1305,23,Management,Married,Graduate,308784,717,55443,Yes,No,No,2,37,No
1306,18,Student,Married,Graduate,333280,710,0,No,No,No,2,1,No
1307,55,Services,Single,Graduate,829254,681,138257,No,No,No,5,107,Yes
1308,18,Technician,Married,Not Graduate,455055,607,0,No,No,Yes,1,85,Yes
1309,35,Entrepreneur,Single,Graduate,304361,686,805,Yes,No,No,4,104,No
1310,40,Student,Married,Not Graduate,356170,671,145725,Yes,Yes,No,1,152,Yes
1311,24,Admin,Single,Graduate,905856,711,118338,No,No,No,4,40,Yes
1312,33,Technician,Married,Graduate,923512,747,71447,Yes,No,No,1,73,Yes
1313,39,Admin,Married,Graduate,499650,708,177106,No,No,Yes,2,88,No
1314,43,Retired,Divorced,Not Graduate,221194,837,141480,No,No,Yes,1,48,Yes
1315,33,Admin,Married,Graduate,307321,717,68772,No,No,No,5,27,Yes
1316,44,Admin,Married,Graduate,1059336,694,221692,Yes,No,No,4,126,Yes
1317,56,Student,Divorced,Not Graduate,559050,653,325822,No,No,No,3,3,No
1318,38,Technician,Married,Graduate,176791,658,36311,Yes,No,Yes,6,90,No
1319,51,Unemployed,Married,Graduate,542019,764,0,No,No,No,3,21,Yes
1320,60,Admin,Married,Graduate,804466,648,106722,No,Yes,No,3,95,No
1321,26,Services,Married,Graduate,670090,574,0,No,No,Yes,4,66,Yes
1322,56,Admin,Single,Graduate,411917,804,0,Yes,No,No,9,96,No
1323,30,Management,Married,Graduate,253953,653,0,No,No,Yes,5,98,No
1324,46,Unemployed,Married,Graduate,510574,598,122239,Yes,No,No,3,1,Yes
1325,38,Retired,Single,Not Graduate,1115052,712,56779,Yes,No,No,5,80,No
1326,24,Unemployed,Married,Graduate,540908,724,0,Yes,No,No,2,55,Yes
1327,61,Entrepreneur,Married,Graduate,594915,718,89195,No,No,No,5,88,Yes
1328,43,Admin,Single,Graduate,204238,702,0,Yes,No,No,3,100,No
1329,39,Services,Single,Graduate,270119,702,104546,No,No,No,2,60,Yes
1330,18,Admin,Divorced,Graduate,350345,755,77515,No,No,Yes,4,142,Yes
1331,40,Unemployed,Married,Graduate,782685,628,102363,No,No,No,2,101,No
1332,43,Retired,Married,Graduate,277814,683,0,Yes,Yes,No,3,99,No
1333,49,Technician,Married,Graduate,266884,603,8965,Yes,No,No,4,50,No
1334,41,Management,Married,Graduate,482452,651,100073,Yes,No,No,4,78,No
1335,29,Services,Single,Not Graduate,601573,682,0,No,No,No,3,26,No
1336,50,Unemployed,Single,Graduate,431717,749,97790,No,No,No,4,39,Yes
1337,44,Management,Divorced,Graduate,1438154,608,109627,No,No,No,6,14,No
1338,48,Management,Single,Graduate,521321,724,83471,No,No,No,4,63,Yes
1339,18,Technician,Divorced,Not Graduate,541641,693,121783,No,Yes,No,3,73,No
1340,18,Management,Single,Graduate,1007061,773,41847,Yes,No,No,3,112,Yes
1341,39,Management,Married,Not Graduate,638621,806,78804,No,No,Yes,5,38,Yes
1342,31,Admin,Married,Graduate,576938,633,48353,No,No,No,3,52,No
1343,38,Self-Employed,Divorced,Not Graduate,540789,682,126310,No,No,No,3,1,No
1344,32,Self-Employed,Divorced,Graduate,713668,817,0,Yes,No,No,1,22,No
1345,37,Student,Single,Graduate,704315,765,106432,No,No,No,3,1,Yes
1346,43,Entrepreneur,Single,Not Graduate,214556,674,121911,Yes,No,No,5,83,No
1347,36,Technician,Married,Not Graduate,1155552,748,161118,Yes,No,No,2,1,Yes
1348,28,Retired,Divorced,Graduate,675239,707,162453,Yes,No,No,4,74,Yes
1349,46,Admin,Single,Graduate,201541,633,172049,Yes,Yes,No,7,80,No
1350,33,Admin,Single,Not Graduate,1204321,625,127912,Yes,No,No,3,1,No
1351,46,Student,Single,Graduate,339818,710,0,No,No,No,3,88,Yes
1352,28,Self-Employed,Single,Graduate,243094,597,250520,No,No,No,6,146,No
1353,38,Technician,Married,Not Graduate,307202,783,154797,No,No,Yes,3,103,No
1354,45,Management,Married,Not Graduate,619021,850,119842,Yes,No,No,2,140,Yes
1355,37,Management,Divorced,Not Graduate,335498,768,13298,No,No,No,3,97,No
1356,75,Student,Divorced,Graduate,488943,637,118271,No,Yes,Yes,2,42,No
1357,44,Unemployed,Single,Graduate,975366,614,109172,Yes,No,No,8,57,No
1358,24,Self-Employed,Married,Not Graduate,564654,691,220938,Yes,No,No,3,153,No
1360,32,Retired,Divorced,Graduate,264009,681,47945,No,No,No,4,25,Yes
1361,29,Student,Married,Not Graduate,659442,580,0,No,No,No,1,126,No
1362,45,Admin,Married,Not Graduate,759331,757,143297,Yes,No,Yes,3,69,Yes
1363,36,Admin,Married,Graduate,633414,676,83471,No,No,Yes,2,74,No
1364,29,Technician,Married,Graduate,378715,720,130278,No,Yes,No,2,1,No
1365,37,Unemployed,Married,Graduate,293673,670,83471,Yes,No,No,3,38,No
1366,42,Unemployed,Single,Graduate,249052,678,77457,Yes,No,No,3,83,No
1367,19,Admin,Divorced,Not Graduate,279141,727,65497,No,No,No,2,138,Yes
1368,53,Technician,Married,Not Graduate,257045,740,0,No,No,No,5,36,No
1369,27,Student,Married,Not Graduate,1164090,607,97070,No,No,No,2,29,No
1370,49,Student,Married,Graduate,712898,737,91064,No,Yes,No,4,73,No
1371,40,Student,Divorced,Graduate,544053,596,90722,No,Yes,Yes,3,61,No
1372,32,Student,Single,Not Graduate,287314,608,150564,Yes,Yes,No,3,53,No
1373,46,Admin,Single,Not Graduate,445934,693,119127,No,No,No,3,197,Yes
1374,39,Admin,Married,Graduate,1047007,723,153091,No,No,No,3,97,Yes
1375,28,Retired,Single,Not Graduate,494677,704,146342,Yes,No,Yes,4,140,Yes
1376,53,Entrepreneur,Married,Not Graduate,553107,562,122594,No,No,No,3,141,No
1377,45,Management,Married,Graduate,369881,631,74829,Yes,Yes,Yes,3,39,No
1378,20,Retired,Divorced,Graduate,733140,624,14356,Yes,No,No,3,119,No
1379,49,Self-Employed,Single,Graduate,1244973,702,127806,Yes,No,Yes,8,60,Yes
1380,39,Services,Married,Graduate,267294,692,143415,Yes,No,Yes,5,40,Yes
1381,59,Student,Married,Graduate,914543,653,0,No,No,No,2,11,No
1382,36,Entrepreneur,Married,Graduate,535913,787,0,Yes,Yes,Yes,1,13,Yes
1383,36,Admin,Married,Graduate,134417,639,86523,No,No,Yes,4,102,No
1384,47,Admin,Married,Graduate,743875,668,44071,Yes,No,No,4,70,No
1385,55,Technician,Married,Graduate,875231,684,54565,Yes,No,Yes,3,73,No
1386,31,Management,Single,Not Graduate,570627,706,213540,Yes,No,No,2,150,No
1387,61,Retired,Married,Graduate,953458,629,127837,No,No,No,4,114,No
1388,45,Entrepreneur,Single,Graduate,403389,670,0,No,Yes,No,4,41,Yes
1389,51,Self-Employed,Married,Not Graduate,585811,797,200149,No,No,No,3,13,No
1390,60,Technician,Married,Graduate,20000000,672,111782,Yes,No,Yes,2,40,No
1391,56,Management,Married,Graduate,360866,719,0,No,No,No,2,146,No
1392,75,Management,Married,Graduate,833598,688,201047,No,No,No,1,116,Yes
1393,24,Entrepreneur,Single,Graduate,689955,680,0,Yes,Yes,No,4,176,No
1394,42,Retired,Single,Not Graduate,1650621,640,51912,Yes,No,Yes,4,118,Yes
1395,32,Services,Married,Graduate,679894,646,167369,Yes,Yes,Yes,6,46,No
1396,25,Self-Employed,Married,Not Graduate,546795,645,119281,Yes,Yes,No,5,45,No
1397,45,Admin,Single,Graduate,290677,608,52408,No,No,No,5,1,No
1398,65,Retired,Single,Graduate,375142,626,50769,Yes,No,Yes,4,56,No
1399,56,Entrepreneur,Married,Not Graduate,635306,613,111196,No,No,No,4,184,No
1400,62,Admin,Divorced,Graduate,568079,725,0,No,No,No,4,98,No
1401,23,Entrepreneur,Single,Graduate,494519,643,37114,No,Yes,No,2,56,No
1402,38,Admin,Married,Not Graduate,285038,693,175352,Yes,No,No,8,157,No
1403,36,Management,Single,Not Graduate,498393,677,252474,Yes,No,No,3,97,No
1404,40,Self-Employed,Single,Graduate,1620352,636,207666,No,No,No,2,79,No
1405,49,Unemployed,Married,Not Graduate,928649,752,0,Yes,No,No,5,97,No
1406,47,Services,Single,Graduate,584381,615,0,No,Yes,Yes,4,13,No
1407,32,Management,Married,Graduate,553107,679,133929,No,No,No,3,111,Yes
1408,30,Entrepreneur,Married,Not Graduate,414124,630,110841,No,No,No,4,70,Yes
1409,36,Entrepreneur,Married,Not Graduate,622655,689,129583,No,Yes,No,1,95,No
1410,33,Student,Married,Not Graduate,478330,760,215637,Yes,Yes,No,5,118,No
1411,51,Admin,Divorced,Graduate,287383,647,97659,Yes,No,No,3,132,Yes
1412,40,Technician,Divorced,Graduate,444804,695,119053,Yes,No,No,3,80,No
1413,58,Admin,Divorced,Not Graduate,863205,644,0,No,No,No,4,8,No
1414,35,Technician,Divorced,Not Graduate,354509,726,10028,Yes,No,No,1,50,No
1415,36,Management,Divorced,Not Graduate,562104,710,0,Yes,Yes,No,6,51,No
1416,34,Entrepreneur,Married,Graduate,855330,609,0,No,Yes,No,5,100,No
1417,47,Unemployed,Married,Graduate,1346723,807,91037,Yes,No,No,4,77,No
1418,30,Unemployed,Married,Graduate,1008184,622,119669,Yes,No,Yes,3,93,No
1419,44,Entrepreneur,Married,Graduate,586366,850,0,Yes,Yes,No,6,73,Yes
1420,56,Retired,Married,Graduate,206872,606,63025,No,No,Yes,4,30,No
1421,44,Management,Single,Not Graduate,817835,539,91629,No,No,No,5,73,No
1422,26,Services,Married,Graduate,518360,613,0,Yes,No,No,3,108,No
1423,42,Admin,Single,Not Graduate,1045238,791,145498,Yes,No,Yes,3,30,No
1424,36,Admin,Married,Not Graduate,637902,559,45048,Yes,No,No,5,66,No
1425,32,Admin,Single,Graduate,446804,730,0,Yes,No,No,1,3,No
1426,44,Student,Married,Not Graduate,636261,741,45968,Yes,No,No,3,145,Yes
1427,21,Technician,Divorced,Graduate,296182,697,0,Yes,No,Yes,2,1,No
1428,59,Admin,Single,Graduate,570708,689,0,Yes,No,No,1,97,Yes
1429,48,Entrepreneur,Married,Graduate,576528,752,174020,No,No,No,4,67,Yes
1430,27,Self-Employed,Married,Graduate,403215,665,149709,Yes,No,No,3,38,No
1431,35,Student,Married,Not Graduate,980213,607,0,No,No,No,5,6,No
1432,27,Entrepreneur,Married,Graduate,1159229,723,54837,Yes,No,No,2,77,No
1433,51,Retired,Single,Graduate,353004,742,190654,Yes,No,No,1,82,Yes
1434,35,Management,Married,Graduate,493462,566,110878,No,No,No,3,104,No
1435,62,Student,Married,Graduate,853198,556,1181,Yes,No,No,3,91,No
1436,58,Retired,Divorced,Not Graduate,923172,692,88011,No,No,No,3,67,No
1437,43,Self-Employed,Married,Not Graduate,294914,620,19243,No,No,Yes,4,89,Yes
1438,48,Self-Employed,Single,Graduate,640394,744,237590,Yes,No,Yes,4,55,Yes
1439,41,Services,Single,Graduate,359691,616,143246,No,No,No,1,88,No
1440,32,Retired,Married,Graduate,483347,694,157761,Yes,No,No,5,89,Yes
1441,33,Technician,Single,Not Graduate,475238,720,70708,Yes,Yes,No,3,64,No
1442,37,Technician,Married,Graduate,274507,654,141496,Yes,No,Yes,3,73,No
1443,29,Services,Married,Not Graduate,261478,647,208102,No,No,No,1,142,No
1444,60,Unemployed,Single,Graduate,905463,778,91048,Yes,No,No,2,125,Yes
1445,33,Management,Single,Not Graduate,304826,658,148125,Yes,No,Yes,6,1,Yes
1446,50,Services,Married,Not Graduate,624678,796,104830,No,No,No,6,31,No
1447,40,Management,Married,Graduate,513683,759,0,No,No,No,2,89,No
1448,40,Student,Married,Not Graduate,631315,617,0,No,Yes,No,5,109,No
1449,48,Unemployed,Married,Graduate,1038017,647,286675,Yes,No,No,3,177,No
1450,31,Technician,Divorced,Graduate,323489,579,56832,Yes,No,Yes,1,111,No
1451,45,Unemployed,Divorced,Not Graduate,731167,616,108594,Yes,No,No,2,110,No
1452,18,Services,Single,Graduate,349257,746,135761,Yes,No,No,2,101,Yes
1453,44,Services,Single,Graduate,678852,611,118901,Yes,No,No,5,132,Yes
1454,25,Admin,Married,Not Graduate,824757,652,186625,Yes,No,No,5,109,Yes
1455,56,Unemployed,Single,Not Graduate,401144,770,42853,Yes,No,Yes,3,13,Yes
1456,36,Unemployed,Married,Graduate,586192,741,83471,No,No,Yes,1,29,No
1457,34,Services,Single,Graduate,973292,756,68493,No,No,No,5,70,No
1458,41,Student,Single,Graduate,973004,607,258219,Yes,No,No,5,21,Yes
1459,41,Services,Divorced,Graduate,189987,608,58168,Yes,No,Yes,2,78,No
1460,44,Self-Employed,Married,Not Graduate,378790,594,324248,Yes,No,No,4,1,Yes
1461,36,Self-Employed,Married,Graduate,766011,731,0,No,No,No,2,100,No
1462,32,Student,Married,Graduate,352294,604,6529,No,No,Yes,4,120,Yes
1463,27,Self-Employed,Single,Graduate,737074,682,0,No,No,Yes,2,22,No
1464,32,Admin,Married,Not Graduate,505110,638,145739,No,No,No,6,88,No
1465,37,Unemployed,Married,Graduate,1063361,850,123649,Yes,No,No,3,52,Yes
1466,27,Technician,Married,Not Graduate,443979,687,90852,No,Yes,Yes,2,74,No
1467,24,Retired,Single,Graduate,594697,759,163988,No,No,No,3,126,Yes
1468,20,Student,Divorced,Graduate,2760454,764,149672,No,No,No,2,130,Yes
1469,39,Admin,Single,Graduate,537544,708,23334,No,No,No,4,43,No
1470,32,Student,Single,Graduate,1326753,643,53713,No,No,No,3,121,Yes
1471,29,Retired,Divorced,Graduate,1046788,667,146093,Yes,No,No,1,125,Yes
1472,49,Admin,Married,Graduate,648325,736,145018,No,No,No,1,93,Yes
1473,39,Entrepreneur,Single,Not Graduate,458752,585,0,No,No,Yes,1,110,No
1474,27,Services,Married,Not Graduate,615383,601,61086,Yes,No,Yes,1,69,No
1475,48,Self-Employed,Divorced,Not Graduate,301481,603,180252,No,No,Yes,5,85,No
1476,38,Management,Divorced,Not Graduate,616572,786,223319,No,No,Yes,3,134,Yes
1477,44,Management,Single,Graduate,248161,668,4445,No,Yes,No,3,1,No
1478,35,Entrepreneur,Single,Graduate,1614578,850,167252,Yes,No,Yes,2,58,Yes
1479,49,Services,Married,Not Graduate,549906,850,39362,No,Yes,No,3,1,No
1480,30,Services,Married,Not Graduate,436741,733,133351,No,No,No,4,1,No
1481,24,Self-Employed,Divorced,Graduate,704799,691,0,No,No,No,1,37,No
1482,74,Student,Married,Not Graduate,282605,740,113151,Yes,No,No,3,18,No
1483,43,Admin,Married,Graduate,415748,658,54141,No,No,No,4,1,No
1484,39,Admin,Single,Graduate,229351,624,153515,Yes,No,No,3,62,No
1485,40,Entrepreneur,Married,Graduate,332487,712,234188,Yes,No,No,2,120,Yes
1486,31,Student,Married,Graduate,506732,641,0,Yes,No,No,6,170,No
1487,33,Unemployed,Married,Graduate,484376,734,107248,No,No,No,2,1,No
1488,53,Admin,Married,Graduate,1100465,611,0,No,No,No,4,154,No
1489,18,Management,Married,Graduate,709386,560,132585,Yes,No,No,2,123,No
1490,51,Admin,Married,Not Graduate,1384286,679,204925,Yes,No,Yes,3,2,Yes
1491,34,Unemployed,Married,Not Graduate,291822,626,122067,Yes,No,Yes,3,60,Yes
1492,46,Retired,Single,Graduate,613669,670,94530,No,Yes,Yes,4,48,Yes
1493,35,Services,Single,Graduate,440250,794,0,No,No,Yes,2,129,No
1494,33,Unemployed,Divorced,Not Graduate,1116118,593,252017,No,No,No,2,88,No
1495,39,Admin,Married,Graduate,810989,672,0,Yes,No,No,6,46,No
1496,45,Admin,Married,Graduate,853596,591,58004,Yes,No,Yes,2,29,Yes
1497,55,Retired,Married,Graduate,864693,608,148537,Yes,No,No,2,44,No
1498,36,Management,Married,Graduate,712995,569,64333,No,No,Yes,3,62,Yes
1499,39,Entrepreneur,Married,Graduate,601584,739,122326,Yes,No,Yes,4,24,No
1500,41,Admin,Married,Not Graduate,187517,605,0,Yes,Yes,No,3,15,No
1501,48,Services,Single,Not Graduate,531927,705,133998,No,Yes,No,3,90,No
1502,36,Entrepreneur,Married,Graduate,528254,704,17889,Yes,No,No,3,11,Yes
1503,37,Retired,Married,Graduate,244775,719,-5000,No,No,Yes,6,124,No
1504,37,Unemployed,Married,Graduate,901368,616,115499,No,No,No,3,73,No
1505,42,Entrepreneur,Married,Graduate,349630,772,203256,No,No,No,3,1,No
1506,40,Admin,Single,Not Graduate,553107,644,169130,No,No,Yes,2,12,No
1507,26,Retired,Married,Graduate,641918,779,188309,No,No,No,2,146,Yes
1508,18,Entrepreneur,Married,Graduate,698215,807,84827,No,No,No,4,91,Yes
1509,39,Technician,Single,Not Graduate,482525,695,64071,Yes,No,Yes,4,70,No
1510,39,Entrepreneur,Married,Graduate,643622,596,128866,No,No,No,3,39,No
1511,28,Retired,Married,Not Graduate,376749,677,0,No,No,No,5,102,No
1512,36,Self-Employed,Single,Graduate,798752,660,220217,Yes,Yes,No,3,58,No
1513,31,Admin,Single,Not Graduate,761904,735,56824,Yes,Yes,No,2,84,No
1514,34,Retired,Single,Graduate,1705101,643,104834,Yes,No,No,3,28,No
1515,26,Admin,Married,Not Graduate,561026,784,135776,Yes,No,No,3,122,No
1516,28,Management,Married,Not Graduate,413168,618,24671,No,No,Yes,5,100,Yes
1517,42,Unemployed,Single,Graduate,266545,585,10149,Yes,Yes,Yes,5,104,No
1518,48,Services,Single,Graduate,406206,688,0,Yes,No,Yes,3,75,No
1519,38,Entrepreneur,Married,Graduate,426983,575,0,Yes,No,Yes,4,67,No
1520,52,Technician,Single,Not Graduate,419517,812,34383,No,No,No,3,72,Yes
1521,49,Student,Single,Graduate,993888,731,73501,No,No,Yes,2,1,Yes
1522,31,Student,Married,Graduate,165568,657,127231,No,No,No,4,142,No
1523,39,Unemployed,Married,Not Graduate,655258,703,12535,No,No,No,6,9,Yes
1524,23,Retired,Single,Graduate,191574,648,0,Yes,No,No,1,32,No
1525,36,Retired,Married,Graduate,389072,737,38759,Yes,No,Yes,4,54,Yes
1526,28,Entrepreneur,Single,Not Graduate,343408,554,272892,No,Yes,No,1,96,No
1527,35,Admin,Single,Graduate,603334,690,134830,No,No,Yes,4,106,No
1528,33,Technician,Single,Graduate,147204,739,123512,Yes,Yes,Yes,3,28,Yes
1529,27,Unemployed,Divorced,Graduate,415423,617,30002,Yes,No,No,2,86,No
1530,54,Management,Married,Graduate,855136,594,233530,No,No,No,1,66,No
1531,33,Retired,Single,Not Graduate,1044571,716,97936,Yes,No,Yes,2,77,No
1532,22,Services,Married,Not Graduate,239196,614,187490,No,Yes,No,3,24,No
1533,37,Management,Married,Not Graduate,656041,553,154981,No,Yes,Yes,3,84,No
1534,32,Technician,Married,Graduate,584735,608,76839,Yes,No,Yes,3,44,No
1535,35,Entrepreneur,Single,Graduate,461961,725,111239,Yes,No,No,4,59,Yes
1536,36,Technician,Married,Graduate,1490920,769,60433,No,No,No,2,106,No
1537,29,Technician,Single,Graduate,242597,612,77093,No,No,Yes,7,117,No
1538,38,Management,Single,Not Graduate,384998,670,169493,No,No,Yes,8,172,No
1539,28,Technician,Married,Graduate,553107,631,104957,No,No,No,3,53,No
1540,59,Management,Divorced,Not Graduate,1124333,695,57861,No,No,No,5,147,No
1541,32,Self-Employed,Married,Graduate,1224291,686,198051,Yes,No,No,4,57,Yes
1542,49,Management,Married,Graduate,865958,610,39526,No,No,Yes,1,76,No
1543,45,Services,Single,Graduate,633894,643,232805,No,No,No,4,77,Yes
1544,34,Management,Married,Graduate,284936,611,219587,No,No,Yes,3,1,No
1545,40,Admin,Single,Graduate,583418,646,67186,Yes,No,Yes,3,1,No
1546,32,Entrepreneur,Single,Graduate,797439,649,7123,No,Yes,Yes,3,84,Yes
1547,39,Management,Married,Graduate,522245,654,0,Yes,No,No,3,3,Yes
1548,35,Management,Married,Graduate,459848,610,95588,Yes,No,No,5,21,No
1549,50,Entrepreneur,Married,Not Graduate,579504,685,123656,No,No,No,1,87,No
1550,46,Admin,Married,Graduate,645251,755,154574,Yes,No,Yes,4,78,Yes
1551,46,Management,Married,Not Graduate,1582062,756,109463,Yes,No,Yes,2,73,Yes
1552,54,Admin,Married,Graduate,479046,668,0,No,No,Yes,2,1,No
1553,52,Admin,Married,Graduate,553107,697,122121,No,Yes,No,3,91,No
1554,33,Management,Single,Graduate,668677,605,91070,No,No,Yes,1,51,No
1555,23,Technician,Single,Graduate,553107,607,136046,Yes,No,No,2,101,No
1556,36,Admin,Married,Graduate,823967,649,96959,No,No,No,7,82,No
1557,36,Retired,Married,Not Graduate,971971,723,0,No,Yes,No,4,121,Yes
1558,39,Retired,Married,Graduate,617670,689,0,Yes,Yes,Yes,4,121,No
1559,47,Unemployed,Married,Graduate,434958,744,134367,No,No,Yes,4,65,Yes
1560,44,Technician,Married,Graduate,985512,682,894,No,No,No,5,64,No
1561,55,Services,Single,Graduate,661697,672,130418,Yes,No,No,3,39,No
1562,51,Unemployed,Single,Graduate,388744,708,0,Yes,No,No,5,13,No
1563,38,Self-Employed,Married,Graduate,594603,850,135708,Yes,No,No,4,43,No
1564,34,Student,Married,Graduate,660207,590,63617,Yes,No,Yes,3,18,No
1565,49,Self-Employed,Single,Not Graduate,412575,717,225336,Yes,No,No,4,176,No
1566,47,Unemployed,Married,Graduate,1003487,789,236354,Yes,No,Yes,3,33,Yes
1567,44,Retired,Married,Graduate,605956,689,110288,No,No,No,2,1,No
1568,45,Unemployed,Married,Graduate,804387,674,0,Yes,No,Yes,2,32,No
1569,40,Student,Married,Not Graduate,409397,650,63669,Yes,Yes,No,2,43,No
1570,24,Admin,Single,Graduate,1831883,684,227518,No,No,Yes,4,31,Yes
1571,32,Student,Married,Graduate,451292,705,195681,No,No,Yes,5,85,Yes
1572,28,Retired,Married,Graduate,623940,689,138986,No,No,No,3,91,No
1573,39,Self-Employed,Married,Graduate,641375,643,174700,No,No,No,2,74,No
1574,39,Services,Single,Graduate,858145,714,0,No,No,No,2,102,Yes
1575,34,Admin,Married,Graduate,392176,648,0,No,No,No,3,155,No
1576,26,Technician,Single,Graduate,447868,636,98699,Yes,No,No,3,33,No
1577,52,Retired,Married,Graduate,1066160,826,40958,No,No,No,3,93,Yes
1578,38,Self-Employed,Married,Graduate,353580,720,87822,No,No,No,2,120,No
1579,28,Technician,Married,Not Graduate,274014,718,124333,No,Yes,No,2,55,No
1580,32,Entrepreneur,Married,Graduate,696941,769,95592,Yes,No,No,4,70,No
1581,31,Unemployed,Single,Graduate,755332,709,33602,No,No,No,3,1,No
1582,69,Entrepreneur,Single,Graduate,1007501,692,166340,No,No,No,3,80,Yes
